"rep_id","sesjon","parti_id","ant_taler","gj_ant_ord","alder","kjonn","talers_rolle","liste_nummer_valg"
"AAMH","2001-2002","Sp",98,236.530612244898,43,"kvinne","stortingsrepresentant",14
"AAMH","2002-2003","Sp",84,293.464285714286,44,"kvinne","stortingsrepresentant",14
"AAMH","2003-2004","Sp",87,340.126436781609,45,"kvinne","stortingsrepresentant",14
"AAMH","2004-2005","Sp",70,316.542857142857,46,"kvinne","stortingsrepresentant",14
"AAMH","2005-2006","Sp",91,274.824175824176,47,"kvinne","regjering",16
"AAMH","2006-2007","Sp",80,191.4,48,"kvinne","regjering",16
"AAMH","2007-2008","Sp",152,261.993421052632,49,"kvinne","regjering",16
"AAMH","2008-2009","Sp",16,536.125,50,"kvinne","stortingsrepresentant",16
"AAS","1998-1999","KrF",37,287.621621621622,48,"kvinne","stortingsrepresentant",7
"AAS","1999-2000","KrF",33,324.272727272727,48,"kvinne","stortingsrepresentant",7
"AAS","2000-2001","KrF",52,304.865384615385,49,"kvinne","stortingsrepresentant",7
"AAS","2001-2002","KrF",49,313.734693877551,51,"kvinne","stortingsrepresentant",9
"AAS","2002-2003","KrF",30,289.966666666667,52,"kvinne","stortingsrepresentant",9
"AAS","2003-2004","KrF",39,367.717948717949,53,"kvinne","stortingsrepresentant",9
"AAS","2004-2005","KrF",17,400.529411764706,54,"kvinne","stortingsrepresentant",9
"AAST","2005-2006","A",13,433.153846153846,28,"mann","stortingsrepresentant",1
"AAST","2006-2007","A",12,523,29,"mann","stortingsrepresentant",1
"AAST","2007-2008","A",6,588.666666666667,30,"mann","stortingsrepresentant",1
"AAST","2008-2009","A",18,359.611111111111,31,"mann","stortingsrepresentant",1
"AAST","2009-2010","A",15,512.533333333333,32,"mann","stortingsrepresentant",2
"AAST","2010-2011","A",33,507.909090909091,33,"mann","stortingsrepresentant",2
"AAST","2011-2012","A",23,420.260869565217,34,"mann","stortingsrepresentant",2
"AAST","2012-2013","A",40,405.65,35,"mann","stortingsrepresentant",2
"AAST","2013-2014","A",65,225.430769230769,36,"mann","stortingsrepresentant",2
"AAST","2014-2015","A",57,304.087719298246,37,"mann","stortingsrepresentant",2
"AAST","2015-2016","A",41,341.609756097561,38,"mann","stortingsrepresentant",2
"AAUK","2013-2014","A",20,387.45,29,"mann","stortingsrepresentant",11
"AAUK","2014-2015","A",54,381.185185185185,30,"mann","stortingsrepresentant",11
"AAUK","2015-2016","A",30,325.233333333333,31,"mann","stortingsrepresentant",11
"ABA","2001-2002","H",11,406.090909090909,51,"kvinne","stortingsrepresentant",5
"ABA","2002-2003","H",26,254.846153846154,52,"kvinne","stortingsrepresentant",5
"ABA","2003-2004","H",16,350.625,53,"kvinne","stortingsrepresentant",5
"ABA","2004-2005","H",8,351.875,53,"kvinne","stortingsrepresentant",5
"ABIR","2009-2010","V",52,304.634615384615,34,"mann","stortingsrepresentant",1
"ABIR","2010-2011","V",44,339.204545454545,36,"mann","stortingsrepresentant",1
"ABIR","2011-2012","V",27,381.518518518519,36,"mann","stortingsrepresentant",1
"ABIR","2013-2014","V",111,322.099099099099,39,"mann","stortingsrepresentant",10
"ABIR","2014-2015","V",95,373.073684210526,40,"mann","stortingsrepresentant",10
"ABIR","2015-2016","V",19,223.789473684211,40,"mann","stortingsrepresentant",10
"ABS","1998-1999","KrF",21,232.047619047619,52,"kvinne","stortingsrepresentant",5
"ABS","1999-2000","KrF",21,361.52380952381,53,"kvinne","stortingsrepresentant",5
"ABS","2000-2001","KrF",16,278.5,54,"kvinne","stortingsrepresentant",5
"AD","1998-1999","A",50,248.06,60,"kvinne","stortingsrepresentant",1
"AD","1999-2000","A",32,233.4375,61,"kvinne","stortingsrepresentant",1
"ADA","2001-2002","H",15,509.666666666667,27,"mann","stortingsrepresentant",1
"ADA","2002-2003","H",16,720.5,28,"mann","stortingsrepresentant",1
"ADA","2003-2004","H",16,667.4375,29,"mann","stortingsrepresentant",1
"ADA","2004-2005","H",14,469.071428571429,30,"mann","stortingsrepresentant",1
"ADA","2005-2006","H",29,244.034482758621,31,"mann","stortingsrepresentant",15
"ADA","2006-2007","H",48,440.4375,32,"mann","stortingsrepresentant",15
"ADA","2007-2008","H",41,425.609756097561,33,"mann","stortingsrepresentant",15
"ADA","2008-2009","H",20,420.15,34,"mann","stortingsrepresentant",15
"ADA","2009-2010","H",77,361.25974025974,35,"mann","stortingsrepresentant",15
"ADA","2010-2011","H",62,388.451612903226,36,"mann","stortingsrepresentant",15
"ADA","2011-2012","H",71,476.718309859155,37,"mann","stortingsrepresentant",15
"ADA","2012-2013","H",82,420.09756097561,38,"mann","stortingsrepresentant",15
"ADV","1998-1999","KrF",17,438.176470588235,55,"kvinne","stortingsrepresentant",2
"ADV","1999-2000","KrF",9,529.555555555556,56,"kvinne","stortingsrepresentant",2
"ADV","2000-2001","KrF",34,349.5,57,"kvinne","stortingsrepresentant",2
"ADV","2001-2002","KrF",20,353.35,58,"kvinne","stortingsrepresentant",2
"ADV","2002-2003","KrF",23,429.608695652174,59,"kvinne","stortingsrepresentant",2
"ADV","2003-2004","KrF",12,596.916666666667,60,"kvinne","stortingsrepresentant",2
"ADV","2004-2005","KrF",21,449.095238095238,61,"kvinne","stortingsrepresentant",2
"ADV","2005-2006","KrF",47,279.510638297872,62,"kvinne","stortingsrepresentant",4
"ADV","2006-2007","KrF",54,267.722222222222,63,"kvinne","stortingsrepresentant",4
"ADV","2007-2008","KrF",50,318.38,64,"kvinne","stortingsrepresentant",4
"ADV","2008-2009","KrF",46,297.630434782609,65,"kvinne","stortingsrepresentant",4
"AEL","1998-1999","Sp",130,275.969230769231,50,"kvinne","regjering",14
"AEL","1999-2000","Sp",14,360.857142857143,51,"kvinne","stortingsrepresentant",14
"AEL","2000-2001","Sp",47,337.36170212766,51,"kvinne","stortingsrepresentant",14
"AESO","2001-2002","FrP",77,287.844155844156,55,"mann","stortingsrepresentant",3
"AESO","2002-2003","FrP",93,191.537634408602,56,"mann","stortingsrepresentant",3
"AESO","2003-2004","FrP",117,207.435897435897,57,"mann","stortingsrepresentant",3
"AESO","2004-2005","FrP",110,226.936363636364,58,"mann","stortingsrepresentant",3
"AESO","2005-2006","FrP",73,209.383561643836,59,"mann","stortingsrepresentant",2
"AESO","2006-2007","FrP",107,257.345794392523,60,"mann","stortingsrepresentant",2
"AESO","2007-2008","FrP",141,221.312056737589,61,"mann","stortingsrepresentant",2
"AESO","2008-2009","FrP",127,233.700787401575,62,"mann","stortingsrepresentant",2
"AESO","2009-2010","FrP",128,250.1328125,63,"mann","stortingsrepresentant",2
"AESO","2010-2011","FrP",123,271.512195121951,64,"mann","stortingsrepresentant",2
"AESO","2011-2012","FrP",96,236.197916666667,65,"mann","stortingsrepresentant",2
"AESO","2012-2013","FrP",87,250.885057471264,66,"mann","stortingsrepresentant",2
"AG","1998-1999","H",81,402.469135802469,44,"mann","stortingsrepresentant",4
"AG","1999-2000","H",71,379.12676056338,45,"mann","stortingsrepresentant",4
"AG","2000-2001","H",83,367.168674698795,46,"mann","stortingsrepresentant",4
"AG","2001-2002","H",85,354.905882352941,47,"mann","regjering",2
"AG","2002-2003","H",154,278.525974025974,48,"mann","regjering",2
"AG","2003-2004","H",122,263.344262295082,49,"mann","regjering",2
"AG","2004-2005","H",226,308.159292035398,50,"mann","regjering",2
"AGES","2005-2006","FrP",17,281.588235294118,60,"mann","stortingsrepresentant",3
"AGES","2006-2007","FrP",27,289.222222222222,61,"mann","stortingsrepresentant",3
"AGES","2007-2008","FrP",22,286.136363636364,62,"mann","stortingsrepresentant",3
"AGES","2008-2009","FrP",17,303,63,"mann","stortingsrepresentant",3
"AGES","2009-2010","FrP",9,301.333333333333,64,"mann","stortingsrepresentant",3
"AGES","2010-2011","FrP",34,235.205882352941,65,"mann","stortingsrepresentant",3
"AGES","2011-2012","FrP",26,256.5,66,"mann","stortingsrepresentant",3
"AGES","2012-2013","FrP",23,325.782608695652,67,"mann","stortingsrepresentant",3
"AGV","1998-1999","SV",110,246.190909090909,54,"kvinne","stortingsrepresentant",13
"AGV","1999-2000","SV",57,317.964912280702,55,"kvinne","stortingsrepresentant",13
"AGV","2000-2001","SV",94,264.074468085106,56,"kvinne","stortingsrepresentant",13
"AGV","2001-2002","SV",43,302.046511627907,57,"kvinne","stortingsrepresentant",5
"AGV","2002-2003","SV",19,518.157894736842,58,"kvinne","stortingsrepresentant",5
"AGV","2003-2004","SV",39,478.128205128205,59,"kvinne","stortingsrepresentant",5
"AGV","2004-2005","SV",49,391.938775510204,60,"kvinne","stortingsrepresentant",5
"AGV","2005-2006","SV",39,496.025641025641,61,"kvinne","stortingsrepresentant",9
"AGV","2006-2007","SV",32,512.15625,62,"kvinne","stortingsrepresentant",9
"AGV","2007-2008","SV",37,483,63,"kvinne","stortingsrepresentant",9
"AGV","2008-2009","SV",27,592.074074074074,64,"kvinne","stortingsrepresentant",9
"AIS","2005-2006","Sp",36,356.416666666667,65,"mann","stortingsrepresentant",7
"AIS","2006-2007","Sp",38,493.289473684211,65,"mann","stortingsrepresentant",7
"AIS","2007-2008","Sp",49,363.795918367347,66,"mann","stortingsrepresentant",7
"AIS","2008-2009","Sp",32,331.40625,67,"mann","stortingsrepresentant",7
"AK","1998-1999","FrP",9,325.444444444444,28,"mann","stortingsrepresentant",1
"AK","1999-2000","FrP",9,425.888888888889,29,"mann","stortingsrepresentant",1
"AK","2000-2001","FrP",5,192,29,"mann","stortingsrepresentant",1
"AK","2001-2002","FrP",31,274.129032258065,31,"mann","stortingsrepresentant",9
"AK","2002-2003","FrP",13,356.307692307692,31,"mann","stortingsrepresentant",9
"AK","2003-2004","FrP",18,171.166666666667,33,"mann","stortingsrepresentant",9
"AK","2004-2005","FrP",10,374.4,33,"mann","stortingsrepresentant",9
"ÅKO","2001-2002","H",5,440.4,48,"mann","stortingsrepresentant",2
"ÅKO","2002-2003","H",9,371.555555555556,49,"mann","stortingsrepresentant",2
"ÅKO","2003-2004","H",7,407.428571428571,50,"mann","stortingsrepresentant",2
"ÅKO","2004-2005","H",2,311.5,50,"mann","stortingsrepresentant",2
"AKSH","2009-2010","SV",54,390.203703703704,57,"mann","stortingsrepresentant",7
"AKSH","2010-2011","SV",57,478.824561403509,58,"mann","stortingsrepresentant",7
"AKSH","2011-2012","SV",75,393.146666666667,59,"mann","stortingsrepresentant",7
"AKSH","2012-2013","SV",87,367.793103448276,60,"mann","stortingsrepresentant",7
"AL","1998-1999","KrF",36,326.083333333333,37,"mann","stortingsrepresentant",4
"AL","1999-2000","KrF",47,289.787234042553,38,"mann","stortingsrepresentant",4
"AL","2000-2001","KrF",66,280.69696969697,39,"mann","stortingsrepresentant",4
"AL","2001-2002","KrF",32,342.09375,40,"mann","stortingsrepresentant",6
"AL","2002-2003","KrF",23,329.478260869565,41,"mann","stortingsrepresentant",6
"AL","2003-2004","KrF",28,306.714285714286,42,"mann","stortingsrepresentant",6
"AL","2004-2005","KrF",19,301.263157894737,43,"mann","stortingsrepresentant",6
"ALEH","2009-2010","SV",63,298.746031746032,63,"mann","stortingsrepresentant",6
"ALEH","2010-2011","SV",63,357.111111111111,64,"mann","stortingsrepresentant",6
"ALEH","2011-2012","SV",66,304.106060606061,65,"mann","stortingsrepresentant",6
"ALEH","2012-2013","SV",68,309.058823529412,66,"mann","stortingsrepresentant",6
"ALJ","2005-2006","A",5,408,22,"kvinne","stortingsrepresentant",9
"ALJ","2006-2007","A",9,651.666666666667,23,"kvinne","stortingsrepresentant",9
"ALJ","2007-2008","A",15,476.066666666667,24,"kvinne","stortingsrepresentant",9
"ALJ","2008-2009","A",15,437.866666666667,25,"kvinne","stortingsrepresentant",9
"ALJ","2009-2010","A",14,573.357142857143,26,"kvinne","stortingsrepresentant",3
"ALJ","2010-2011","A",13,541.076923076923,27,"kvinne","stortingsrepresentant",3
"ALJ","2011-2012","A",15,588.466666666667,28,"kvinne","stortingsrepresentant",3
"ALJ","2012-2013","A",14,594.428571428571,29,"kvinne","stortingsrepresentant",3
"ALJ","2013-2014","A",16,198.0625,30,"kvinne","stortingsrepresentant",6
"ALJ","2014-2015","A",8,215.125,30,"kvinne","stortingsrepresentant",6
"ALJ","2015-2016","A",12,267.083333333333,32,"kvinne","stortingsrepresentant",6
"ALYS","2001-2002","SV",33,269.787878787879,25,"mann","stortingsrepresentant",12
"ALYS","2002-2003","SV",68,234.617647058824,26,"mann","stortingsrepresentant",12
"ALYS","2003-2004","SV",59,242.305084745763,27,"mann","stortingsrepresentant",12
"ALYS","2004-2005","SV",39,262.384615384615,28,"mann","stortingsrepresentant",12
"ALYS","2007-2008","SV",3,490.333333333333,31,"mann","stortingsrepresentant",1
"ALYS","2008-2009","SV",8,333.5,31,"mann","stortingsrepresentant",1
"ALYS","2009-2010","SV",144,264.506944444444,33,"mann","regjering",13
"ALYS","2010-2011","SV",96,370.34375,34,"mann","regjering",13
"ALYS","2011-2012","SV",89,362.595505617978,35,"mann","regjering",13
"ALYS","2012-2013","SV",46,390.173913043478,36,"mann","stortingsrepresentant",13
"ALYS","2013-2014","SV",121,274.132231404959,37,"mann","stortingsrepresentant",13
"ALYS","2014-2015","SV",117,274.632478632479,38,"mann","stortingsrepresentant",13
"ALYS","2015-2016","SV",85,276.458823529412,38,"mann","stortingsrepresentant",13
"AMN","1998-1999","A",49,215.632653061224,60,"kvinne","stortingsrepresentant",4
"AMN","1999-2000","A",21,274.380952380952,62,"kvinne","stortingsrepresentant",4
"AMN","2000-2001","A",8,538.625,62,"kvinne","stortingsrepresentant",4
"ANA","1998-1999","FrP",4,138.5,23,"mann","stortingsrepresentant",2
"ANA","1999-2000","FrP",6,275,24,"mann","stortingsrepresentant",2
"ANA","2005-2006","FrP",65,266.523076923077,31,"mann","stortingsrepresentant",5
"ANA","2006-2007","FrP",64,316.71875,32,"mann","stortingsrepresentant",5
"ANA","2007-2008","FrP",97,311.886597938144,33,"mann","stortingsrepresentant",5
"ANA","2008-2009","FrP",71,321.323943661972,34,"mann","stortingsrepresentant",5
"ANA","2009-2010","FrP",39,386.051282051282,35,"mann","stortingsrepresentant",2
"ANA","2010-2011","FrP",56,423.732142857143,36,"mann","stortingsrepresentant",2
"ANA","2011-2012","FrP",59,545.864406779661,37,"mann","stortingsrepresentant",2
"ANA","2012-2013","FrP",61,399.245901639344,38,"mann","stortingsrepresentant",2
"ANA","2013-2014","FrP",231,261.225108225108,39,"mann","regjering",3
"ANA","2014-2015","FrP",310,328.548387096774,40,"mann","regjering",3
"ANA","2015-2016","FrP",118,329.457627118644,40,"mann","regjering",3
"ANH","1998-1999","H",61,297.229508196721,51,"kvinne","stortingsrepresentant",14
"ANH","1999-2000","H",52,304.134615384615,52,"kvinne","stortingsrepresentant",14
"ANH","2000-2001","H",29,267.241379310345,53,"kvinne","stortingsrepresentant",14
"ANMB","2005-2006","A",16,418.4375,37,"kvinne","stortingsrepresentant",3
"ANMB","2006-2007","A",20,444.35,38,"kvinne","stortingsrepresentant",3
"ANMB","2007-2008","A",14,484.428571428571,39,"kvinne","stortingsrepresentant",3
"ANMB","2008-2009","A",19,469.263157894737,40,"kvinne","stortingsrepresentant",3
"ANMB","2009-2010","A",23,458.652173913043,41,"kvinne","stortingsrepresentant",3
"ANMB","2010-2011","A",28,432.071428571429,42,"kvinne","stortingsrepresentant",3
"ANMB","2011-2012","A",20,481.15,43,"kvinne","stortingsrepresentant",3
"ANMB","2012-2013","A",20,477.7,44,"kvinne","stortingsrepresentant",3
"ANML","2005-2006","V",31,323.354838709677,56,"kvinne","stortingsrepresentant",6
"ANML","2006-2007","V",37,432.756756756757,57,"kvinne","stortingsrepresentant",6
"ANML","2007-2008","V",59,355.491525423729,58,"kvinne","stortingsrepresentant",6
"ANML","2008-2009","V",59,317.474576271186,59,"kvinne","stortingsrepresentant",6
"ANNH","2005-2006","A",15,297.333333333333,36,"kvinne","stortingsrepresentant",1
"ANNH","2006-2007","A",27,323.074074074074,38,"kvinne","stortingsrepresentant",1
"ANNH","2007-2008","A",69,276.985507246377,39,"kvinne","regjering",1
"ANNH","2008-2009","A",87,298.310344827586,40,"kvinne","regjering",1
"ANNH","2009-2010","A",62,235.564516129032,41,"kvinne","regjering",1
"ANNH","2010-2011","A",110,246.309090909091,42,"kvinne","regjering",1
"ANNH","2011-2012","A",95,208.536842105263,43,"kvinne","regjering",1
"ANNH","2012-2013","A",174,235.241379310345,44,"kvinne","regjering",1
"ANNH","2013-2014","A",51,243.941176470588,45,"kvinne","stortingsrepresentant",2
"ANNH","2014-2015","A",58,192.724137931034,45,"kvinne","stortingsrepresentant",2
"ANNH","2015-2016","A",23,244.913043478261,46,"kvinne","stortingsrepresentant",2
"ANNS","2005-2006","V",45,272.066666666667,41,"mann","stortingsrepresentant",6
"ANNS","2006-2007","V",51,273.549019607843,42,"mann","stortingsrepresentant",6
"ANNS","2007-2008","V",47,380.191489361702,43,"mann","stortingsrepresentant",6
"ANNS","2008-2009","V",32,302.71875,44,"mann","stortingsrepresentant",6
"ANNS","2013-2014","V",55,248.018181818182,49,"mann","stortingsrepresentant",5
"ANNS","2014-2015","V",79,241.101265822785,50,"mann","stortingsrepresentant",5
"ANNS","2015-2016","V",35,440.942857142857,51,"mann","stortingsrepresentant",5
"ANS","2005-2006","A",52,277.730769230769,57,"kvinne","regjering",4
"ANS","2006-2007","A",39,334.128205128205,58,"kvinne","regjering",4
"ANS","2007-2008","A",137,257.255474452555,59,"kvinne","regjering",4
"ANS","2008-2009","A",66,234.848484848485,60,"kvinne","regjering",4
"ANS","2009-2010","A",297,268.319865319865,61,"kvinne","regjering",1
"ANS","2010-2011","A",313,279.354632587859,62,"kvinne","regjering",1
"ANS","2011-2012","A",228,268.438596491228,63,"kvinne","regjering",1
"ANS","2012-2013","A",81,333.20987654321,64,"kvinne","regjering",1
"AR","2001-2002","H",6,635.166666666667,27,"kvinne","stortingsrepresentant",15
"AR","2002-2003","H",16,417.0625,28,"kvinne","stortingsrepresentant",15
"AR","2003-2004","H",12,327,29,"kvinne","stortingsrepresentant",15
"AR","2004-2005","H",7,397.714285714286,30,"kvinne","stortingsrepresentant",15
"AR","2006-2007","H",1,399,32,"kvinne","stortingsrepresentant",2
"AR","2009-2010","H",1,445,35,"kvinne","stortingsrepresentant",1
"AR","2010-2011","H",7,338.571428571429,36,"kvinne","stortingsrepresentant",1
"AR","2012-2013","H",4,384.75,38,"kvinne","stortingsrepresentant",1
"ARK","2009-2010","H",63,323.412698412698,36,"mann","stortingsrepresentant",11
"ARK","2010-2011","H",72,375.583333333333,37,"mann","stortingsrepresentant",11
"ARK","2011-2012","H",55,304.509090909091,38,"mann","stortingsrepresentant",11
"ARK","2012-2013","H",65,324.923076923077,39,"mann","stortingsrepresentant",11
"ARK","2013-2014","H",13,418.692307692308,40,"mann","stortingsrepresentant",8
"ARK","2014-2015","H",37,372,41,"mann","stortingsrepresentant",8
"ARK","2015-2016","H",12,476.833333333333,41,"mann","stortingsrepresentant",8
"ARN","1998-1999","KrF",43,292.46511627907,57,"mann","stortingsrepresentant",2
"ARN","1999-2000","KrF",24,305.75,58,"mann","stortingsrepresentant",2
"ARN","2000-2001","KrF",63,236.301587301587,59,"mann","stortingsrepresentant",2
"ASAE","2001-2002","SV",40,286.8,23,"kvinne","stortingsrepresentant",10
"ASAE","2002-2003","SV",53,346.283018867925,24,"kvinne","stortingsrepresentant",10
"ASAE","2003-2004","SV",31,290.064516129032,25,"kvinne","stortingsrepresentant",10
"ASAE","2004-2005","SV",26,431.384615384615,26,"kvinne","stortingsrepresentant",10
"ASAE","2005-2006","SV",18,276.444444444444,27,"kvinne","stortingsrepresentant",4
"ASAE","2006-2007","SV",18,476.222222222222,28,"kvinne","stortingsrepresentant",4
"ASAE","2007-2008","SV",13,543.769230769231,29,"kvinne","stortingsrepresentant",4
"ASAE","2008-2009","SV",6,500.666666666667,30,"kvinne","stortingsrepresentant",4
"ASC","2005-2006","FrP",11,143.818181818182,46,"kvinne","stortingsrepresentant",5
"ASC","2006-2007","FrP",24,256.666666666667,47,"kvinne","stortingsrepresentant",5
"ASC","2007-2008","FrP",37,305.297297297297,48,"kvinne","stortingsrepresentant",5
"ASC","2008-2009","FrP",22,229.136363636364,49,"kvinne","stortingsrepresentant",5
"ASC","2009-2010","FrP",9,331,50,"kvinne","stortingsrepresentant",1
"ASC","2010-2011","FrP",33,280.727272727273,51,"kvinne","stortingsrepresentant",1
"ASC","2011-2012","FrP",30,285.533333333333,52,"kvinne","stortingsrepresentant",1
"ASC","2012-2013","FrP",27,380.481481481481,53,"kvinne","stortingsrepresentant",1
"ASC","2013-2014","FrP",16,344.375,54,"kvinne","stortingsrepresentant",3
"ASC","2014-2015","FrP",28,316.678571428571,55,"kvinne","stortingsrepresentant",3
"ASC","2015-2016","FrP",14,333.642857142857,56,"kvinne","stortingsrepresentant",3
"ASK","1998-1999","A",54,225.240740740741,55,"mann","stortingsrepresentant",4
"ASK","1999-2000","A",27,274,56,"mann","stortingsrepresentant",4
"ASK","2000-2001","A",14,321.714285714286,57,"mann","stortingsrepresentant",4
"ASK","2001-2002","A",47,268.808510638298,58,"mann","stortingsrepresentant",2
"ASK","2002-2003","A",48,260.770833333333,59,"mann","stortingsrepresentant",2
"ASK","2003-2004","A",37,255.594594594595,60,"mann","stortingsrepresentant",2
"ASK","2004-2005","A",36,232.666666666667,61,"mann","stortingsrepresentant",2
"ASK","2005-2006","A",10,478.4,62,"mann","stortingsrepresentant",2
"ASK","2006-2007","A",11,468.272727272727,63,"mann","stortingsrepresentant",2
"ASK","2007-2008","A",15,518.2,64,"mann","stortingsrepresentant",2
"ASK","2008-2009","A",9,447.666666666667,65,"mann","stortingsrepresentant",2
"AST","1998-1999","A",39,327.205128205128,33,"kvinne","stortingsrepresentant",2
"AST","1999-2000","A",29,408.827586206897,34,"kvinne","stortingsrepresentant",2
"AST","2000-2001","A",13,408.307692307692,35,"kvinne","stortingsrepresentant",2
"ATR","2005-2006","A",15,562.266666666667,25,"kvinne","stortingsrepresentant",4
"ATR","2006-2007","A",9,764.666666666667,26,"kvinne","stortingsrepresentant",4
"ATR","2007-2008","A",15,677,27,"kvinne","stortingsrepresentant",4
"ATR","2008-2009","A",8,663.875,28,"kvinne","stortingsrepresentant",4
"ATR","2009-2010","A",14,627.928571428571,29,"kvinne","stortingsrepresentant",2
"ATR","2010-2011","A",20,545.35,30,"kvinne","stortingsrepresentant",2
"ATR","2011-2012","A",24,469.583333333333,31,"kvinne","stortingsrepresentant",2
"ATR","2012-2013","A",15,588.466666666667,32,"kvinne","stortingsrepresentant",2
"ATR","2013-2014","A",26,237.5,33,"kvinne","stortingsrepresentant",2
"ATR","2014-2015","A",57,225.245614035088,34,"kvinne","stortingsrepresentant",2
"ATR","2015-2016","A",39,269.333333333333,35,"kvinne","stortingsrepresentant",2
"ATW","2007-2008","Sp",1,450,42,"kvinne","stortingsrepresentant",1
"ATW","2009-2010","Sp",37,430.189189189189,45,"kvinne","stortingsrepresentant",5
"ATW","2010-2011","Sp",20,572.55,46,"kvinne","stortingsrepresentant",5
"ATW","2011-2012","Sp",52,536.884615384615,47,"kvinne","stortingsrepresentant",5
"ATW","2012-2013","Sp",66,451.69696969697,48,"kvinne","stortingsrepresentant",5
"ATW","2013-2014","Sp",51,288.921568627451,49,"kvinne","stortingsrepresentant",5
"ATW","2014-2015","Sp",87,399.057471264368,50,"kvinne","stortingsrepresentant",5
"ATW","2015-2016","Sp",49,275.877551020408,51,"kvinne","stortingsrepresentant",5
"ATY","2013-2014","KrF",47,291.191489361702,34,"mann","stortingsrepresentant",7
"ATY","2014-2015","KrF",51,400.196078431373,35,"mann","stortingsrepresentant",7
"ATY","2015-2016","KrF",28,341.642857142857,36,"mann","stortingsrepresentant",7
"AUB","1998-1999","A",19,306,62,"kvinne","stortingsrepresentant",2
"AUB","1999-2000","A",13,309.384615384615,63,"kvinne","stortingsrepresentant",2
"AUB","2000-2001","A",18,274.111111111111,64,"kvinne","stortingsrepresentant",2
"AUG","1998-1999","A",25,281.48,50,"kvinne","stortingsrepresentant",3
"AUG","1999-2000","A",28,218.607142857143,51,"kvinne","stortingsrepresentant",3
"AUG","2000-2001","A",39,339.48717948718,52,"kvinne","stortingsrepresentant",3
"AUG","2001-2002","A",25,314.28,53,"kvinne","stortingsrepresentant",3
"AUG","2002-2003","A",17,298.235294117647,54,"kvinne","stortingsrepresentant",3
"AUG","2003-2004","A",19,328.842105263158,55,"kvinne","stortingsrepresentant",3
"AUG","2004-2005","A",21,293.619047619048,56,"kvinne","stortingsrepresentant",3
"AWE","2009-2010","H",50,241.56,48,"mann","stortingsrepresentant",7
"AWE","2010-2011","H",72,302.416666666667,50,"mann","stortingsrepresentant",7
"AWE","2011-2012","H",58,339.896551724138,50,"mann","stortingsrepresentant",7
"AWE","2012-2013","H",42,333.857142857143,52,"mann","stortingsrepresentant",7
"AWE","2013-2014","H",20,391.95,53,"mann","stortingsrepresentant",5
"AWE","2014-2015","H",31,316.677419354839,54,"mann","stortingsrepresentant",5
"AWE","2015-2016","H",17,396.058823529412,54,"mann","stortingsrepresentant",5
"AWN","1998-1999","KrF",14,392.571428571429,54,"kvinne","stortingsrepresentant",7
"AWN","1999-2000","KrF",7,569.571428571429,55,"kvinne","stortingsrepresentant",7
"AWN","2000-2001","KrF",24,265.5,56,"kvinne","stortingsrepresentant",7
"AWN","2001-2002","KrF",11,476.090909090909,57,"kvinne","stortingsrepresentant",8
"AWN","2002-2003","KrF",16,479.5625,58,"kvinne","stortingsrepresentant",8
"AWN","2003-2004","KrF",21,468.571428571429,59,"kvinne","stortingsrepresentant",8
"AWN","2004-2005","KrF",24,510.958333333333,60,"kvinne","stortingsrepresentant",8
"BÅH","2003-2004","FrP",1,358,31,"mann","stortingsrepresentant",1
"BÅH","2005-2006","FrP",43,221.023255813953,33,"mann","stortingsrepresentant",2
"BÅH","2006-2007","FrP",56,300.767857142857,34,"mann","stortingsrepresentant",2
"BÅH","2007-2008","FrP",85,300.823529411765,35,"mann","stortingsrepresentant",2
"BÅH","2008-2009","FrP",81,312.197530864198,36,"mann","stortingsrepresentant",2
"BÅH","2009-2010","FrP",118,321.118644067797,37,"mann","stortingsrepresentant",2
"BÅH","2010-2011","FrP",156,348.75641025641,38,"mann","stortingsrepresentant",2
"BÅH","2011-2012","FrP",119,335.680672268908,39,"mann","stortingsrepresentant",2
"BÅH","2012-2013","FrP",112,356.044642857143,40,"mann","stortingsrepresentant",2
"BÅH","2014-2015","FrP",9,440.333333333333,42,"mann","stortingsrepresentant",3
"BÅH","2015-2016","FrP",21,441.666666666667,43,"mann","stortingsrepresentant",3
"BB","1998-1999","A",12,311.416666666667,49,"kvinne","stortingsrepresentant",2
"BB","1999-2000","A",15,478.066666666667,50,"kvinne","stortingsrepresentant",2
"BB","2000-2001","A",19,371.315789473684,51,"kvinne","stortingsrepresentant",2
"BB","2001-2002","A",9,156.333333333333,51,"kvinne","stortingsrepresentant",2
"BB","2002-2003","A",25,317,53,"kvinne","stortingsrepresentant",2
"BB","2003-2004","A",38,245.131578947368,54,"kvinne","stortingsrepresentant",2
"BB","2004-2005","A",25,356.76,55,"kvinne","stortingsrepresentant",2
"BB","2005-2006","A",14,538,56,"kvinne","stortingsrepresentant",2
"BB","2006-2007","A",12,562.333333333333,57,"kvinne","stortingsrepresentant",2
"BB","2007-2008","A",17,476.058823529412,58,"kvinne","stortingsrepresentant",2
"BB","2008-2009","A",9,587.555555555556,59,"kvinne","stortingsrepresentant",2
"BEH","1998-1999","A",35,226.228571428571,40,"mann","stortingsrepresentant",5
"BEH","1999-2000","A",15,193.333333333333,41,"mann","stortingsrepresentant",5
"BEH","2000-2001","A",10,253.6,42,"mann","stortingsrepresentant",5
