country,year,fdi_inflow,bits,ln_gdp_pr_cap,ln_population,economic_growth,inflation,resource_rent,bilateral_trade_agreements,wto_member,polcon3
Afghanistan,1990,0,0,NA,16.705883026123047,NA,NA,NA,0,0,0
Afghanistan,1991,-0.931835949420929,0,NA,16.705883026123047,NA,NA,NA,0,0,0
Afghanistan,1992,0,0,NA,16.75994873046875,NA,NA,NA,0,0,0
Afghanistan,1993,-3.869950532913208,0,NA,16.811243057250977,NA,NA,NA,0,0,0
Afghanistan,1994,-2.09873366355896,0,NA,16.86003303527832,NA,NA,NA,0,0,0
Afghanistan,1995,-0.3710636794567108,0,NA,16.906553268432617,NA,NA,NA,0,0,0
Afghanistan,1996,0,0,NA,16.951004028320313,NA,NA,NA,0,0,0
Afghanistan,1997,0,0,NA,16.99356460571289,NA,NA,NA,0,0,0
Afghanistan,1998,1.7473307847976685,0,NA,17.034385681152344,NA,NA,NA,0,0,0
Afghanistan,1999,-1.8370890617370605,0,NA,17.073606491088867,NA,NA,NA,0,0,0
Afghanistan,2000,-0.5496799349784851,0,NA,17.111347198486328,NA,NA,NA,0,0,0
Afghanistan,2001,-2.3902289867401123,0,NA,17.111347198486328,NA,NA,NA,0,0,0
Afghanistan,2002,NA,0,NA,17.111347198486328,NA,NA,NA,0,NA,NA
Albania,1960,NA,0,NA,14.285513877868652,NA,NA,NA,0,0,0
Albania,1961,NA,0,NA,14.346138954162598,NA,NA,NA,0,0,0
Albania,1962,NA,0,NA,14.346138954162598,NA,NA,NA,0,0,0
Albania,1963,NA,0,NA,14.403297424316406,NA,NA,NA,0,0,0
Albania,1964,NA,0,NA,14.403297424316406,NA,NA,NA,0,0,0
Albania,1965,NA,0,NA,14.457364082336426,NA,NA,NA,0,0,0
Albania,1966,NA,0,NA,14.457364082336426,NA,NA,NA,0,0,0
Albania,1967,NA,0,NA,14.508657455444336,NA,NA,NA,0,0,0
Albania,1968,NA,0,NA,14.508657455444336,NA,NA,NA,0,0,0
Albania,1969,NA,0,NA,14.55744743347168,NA,NA,NA,0,0,0
Albania,1970,NA,0,NA,14.55744743347168,NA,NA,NA,0,0,0
Albania,1971,NA,0,NA,14.603967666625977,NA,NA,NA,0,0,0
Albania,1972,NA,0,NA,14.603967666625977,NA,NA,NA,0,0,0
Albania,1973,NA,0,NA,14.648419380187988,NA,NA,NA,0,0,0
Albania,1974,NA,0,NA,14.648419380187988,NA,NA,NA,0,0,0
Albania,1975,NA,0,NA,14.69097900390625,NA,NA,NA,0,0,0
Albania,1976,NA,0,NA,14.73180103302002,NA,NA,NA,0,0,0
Albania,1977,NA,0,NA,14.73180103302002,NA,NA,NA,0,0,0
Albania,1978,NA,0,NA,14.771021842956543,NA,NA,NA,0,0,0
Albania,1979,NA,0,NA,14.771021842956543,NA,NA,NA,0,0,0
