"idno","cntry","country","gender","age","income_feel","income_decile","trust_parl","trust_legalsys","trust_police","trust_politicians","trust_polparties","trust_eurparl","trust_unitednations"
4123,"PL","Poland",NA,37,4,2,4,1,0,1,NA,6,9
4126,"PL","Poland",NA,54,2,NA,0,0,5,0,0,0,0
4127,"PL","Poland",NA,78,2,6,2,2,5,1,1,NA,NA
4139,"PL","Poland","female",19,2,6,0,4,4,2,0,2,5
4144,"PL","Poland",NA,15,2,NA,4,5,7,2,2,6,7
4151,"PL","Poland","male",19,2,7,0,4,3,0,0,0,6
4152,"PL","Poland",NA,67,3,1,NA,2,6,NA,NA,NA,NA
4156,"PL","Poland","male",23,2,6,2,3,5,4,2,2,2
4159,"PL","Poland","male",27,2,4,5,5,5,2,2,NA,3
4164,"PL","Poland","female",64,2,3,5,5,5,3,3,5,10
4170,"PL","Poland",NA,59,3,1,8,8,8,7,7,8,8
4176,"PL","Poland","female",60,2,4,5,5,9,5,4,4,7
4199,"PL","Poland","male",15,1,NA,4,3,6,3,3,2,4
4205,"PL","Poland","female",30,2,8,3,2,2,2,2,5,5
4209,"PL","Poland","female",72,3,1,4,5,8,0,0,8,8
4216,"PL","Poland",NA,61,3,6,0,0,5,0,0,0,0
4232,"PL","Poland","female",18,1,10,4,5,7,4,4,6,6
4245,"PL","Poland","male",53,3,6,0,1,5,0,0,3,NA
4261,"PL","Poland","female",59,2,8,5,3,3,3,3,6,7
4264,"PL","Poland","male",48,2,7,1,5,5,1,0,5,5
4273,"PL","Poland",NA,75,3,NA,0,2,NA,NA,NA,NA,NA
4282,"PL","Poland","female",54,2,1,3,4,5,0,0,1,2
4284,"PL","Poland","female",57,2,NA,2,4,4,1,3,4,6
4289,"PL","Poland","male",66,3,4,5,1,8,5,5,5,8
4293,"PL","Poland","male",29,2,NA,0,2,2,0,0,0,0
4294,"PL","Poland","male",17,2,NA,1,3,6,0,1,4,5
4299,"PL","Poland",NA,85,2,3,6,7,8,5,5,7,8
4310,"PL","Poland",NA,65,2,NA,0,0,2,NA,0,NA,NA
4311,"PL","Poland","female",58,2,5,5,6,6,5,4,6,8
4313,"PL","Poland","female",55,4,NA,2,3,5,0,1,NA,NA
4318,"PL","Poland","male",61,2,8,3,1,5,5,1,5,8
4319,"PL","Poland","female",21,2,7,3,5,8,4,3,5,7
4321,"PL","Poland","male",42,2,5,2,3,4,4,4,4,9
4326,"PL","Poland","male",29,2,4,5,9,9,5,5,7,8
4328,"PL","Poland","male",18,NA,NA,5,5,5,5,5,5,6
4346,"PL","Poland","female",40,2,NA,4,4,4,4,4,4,4
4347,"PL","Poland","male",32,2,NA,4,5,5,2,3,6,6
4377,"PL","Poland","female",40,2,2,2,5,5,0,0,5,7
4380,"PL","Poland","female",40,2,2,2,2,2,2,2,2,2
4392,"PL","Poland","female",45,2,2,1,8,6,0,1,NA,NA
4396,"PL","Poland","male",75,2,6,2,5,5,2,2,4,6
4407,"PL","Poland","female",18,2,NA,3,4,5,2,2,2,2
4412,"PL","Poland","female",23,2,5,2,3,7,1,1,1,4
4421,"PL","Poland",NA,56,3,2,7,6,5,5,3,7,4
4424,"PL","Poland","female",59,2,8,0,1,2,0,0,2,2
4427,"PL","Poland","male",24,NA,NA,0,2,3,1,0,NA,NA
4428,"PL","Poland",NA,36,2,NA,5,7,7,0,0,5,0
4430,"PL","Poland","female",24,2,1,2,3,5,1,1,3,5
4437,"PL","Poland","female",62,2,10,0,1,3,0,0,1,1
4439,"PL","Poland","female",43,2,2,4,7,10,1,1,8,8
4441,"PL","Poland","male",30,2,8,2,4,4,2,1,2,4
4443,"PL","Poland","female",56,2,1,0,2,0,0,0,0,5
4446,"PL","Poland",NA,58,3,NA,2,0,0,2,2,0,2
4451,"PL","Poland","male",31,2,NA,0,2,0,0,1,1,2
4457,"PL","Poland","female",53,3,NA,3,4,4,3,5,4,4
4474,"PL","Poland","male",39,2,6,0,0,3,0,0,0,0
4479,"PL","Poland",NA,64,2,2,4,2,3,0,0,6,7
4483,"PL","Poland","female",73,2,3,3,3,5,2,2,NA,NA
4488,"PL","Poland","female",51,2,8,3,9,9,2,2,7,7
4493,"PL","Poland",NA,68,3,4,1,2,0,4,0,0,1
4511,"PL","Poland",NA,73,2,4,NA,0,5,6,0,2,4
4513,"PL","Poland","male",19,2,9,4,4,3,3,5,6,10
4524,"PL","Poland","female",58,1,7,1,1,5,0,0,2,3
4534,"PL","Poland","female",38,3,4,6,7,8,3,4,8,8
4535,"PL","Poland","male",34,2,2,6,8,10,4,4,6,7
4537,"PL","Poland","male",25,1,10,5,7,7,5,5,7,7
4539,"PL","Poland","male",62,2,NA,5,3,5,5,5,5,5
4540,"PL","Poland","male",33,2,8,2,0,5,0,0,3,4
4543,"PL","Poland","male",43,3,5,4,4,8,2,2,NA,NA
4546,"PL","Poland","female",30,3,NA,3,0,2,0,0,2,NA
4547,"PL","Poland",NA,53,2,3,2,5,6,0,0,1,NA
4553,"PL","Poland","male",54,2,4,5,2,7,2,2,5,8
4554,"PL","Poland","male",64,2,8,2,2,3,1,1,1,5
4558,"PL","Poland","male",76,1,3,1,1,1,1,1,8,8
4568,"PL","Poland","female",60,2,NA,6,3,5,3,3,5,5
4569,"PL","Poland","female",61,2,2,4,4,8,0,0,0,3
4570,"PL","Poland",NA,20,2,6,3,4,3,2,2,5,5
4576,"PL","Poland","female",49,2,8,2,0,2,0,0,2,2
4580,"PL","Poland","male",18,2,9,4,5,7,5,4,8,8
4583,"PL","Poland","female",54,2,8,3,6,8,3,6,5,5
4593,"PL","Poland","male",74,2,1,1,1,5,1,1,1,1
4597,"PL","Poland","female",24,3,4,0,2,1,0,1,3,2
4603,"PL","Poland","female",26,1,6,2,2,2,1,0,5,5
4606,"PL","Poland","male",35,2,8,5,4,7,3,2,6,7
4622,"PL","Poland","male",45,3,4,1,1,4,0,0,NA,NA
4623,"PL","Poland","male",79,2,4,2,2,3,1,1,3,4
4625,"PL","Poland","male",45,2,NA,2,5,7,1,1,1,5
4636,"PL","Poland","female",60,2,6,0,1,5,1,2,1,1
4639,"PL","Poland","female",56,2,4,8,8,10,9,7,8,8
4645,"PL","Poland","male",47,2,10,1,1,2,0,0,NA,NA
4649,"PL","Poland","male",35,2,9,5,6,7,3,4,6,6
4651,"PL","Poland","female",31,2,3,2,5,9,2,2,4,NA
4652,"PL","Poland",NA,15,1,5,5,5,8,5,6,5,5
4658,"PL","Poland",NA,84,3,1,NA,NA,5,0,0,NA,NA
4663,"PL","Poland","male",32,3,2,4,5,0,0,0,0,NA
4676,"PL","Poland","male",80,2,5,5,1,6,1,2,4,6
4679,"PL","Poland","female",76,2,2,2,2,4,2,1,1,1
4680,"PL","Poland",NA,58,3,1,5,8,9,2,1,5,NA
4682,"PL","Poland",NA,69,2,7,2,2,6,3,3,5,1
4684,"PL","Poland",NA,60,2,6,0,0,5,1,0,5,5
4702,"PL","Poland","male",39,2,7,3,NA,3,2,0,4,4
4703,"PL","Poland","female",37,2,NA,10,8,9,4,5,8,8
4708,"PL","Poland","male",41,2,10,5,0,2,0,0,5,5
4711,"PL","Poland","female",47,3,2,1,3,6,0,0,4,5
4718,"PL","Poland",NA,21,2,8,4,NA,NA,1,1,NA,NA
4727,"PL","Poland","female",37,3,3,2,4,7,6,5,5,6
4735,"PL","Poland","male",27,2,9,6,7,8,5,3,5,7
4738,"PL","Poland",NA,68,3,6,2,5,7,1,2,NA,NA
4748,"PL","Poland","male",43,NA,NA,4,3,5,3,3,6,7
4766,"PL","Poland","male",49,2,3,3,4,5,2,2,4,4
4772,"PL","Poland","female",59,2,NA,6,5,6,2,2,5,5
4776,"PL","Poland","female",68,3,4,5,5,5,5,5,NA,5
4780,"PL","Poland","female",44,3,5,1,0,4,0,1,2,2
4782,"PL","Poland","female",36,2,1,0,0,4,0,0,1,1
4799,"PL","Poland",NA,87,4,NA,NA,NA,NA,NA,NA,NA,NA
4806,"PL","Poland","male",26,2,10,1,4,6,0,0,4,5
4808,"PL","Poland","male",56,2,NA,2,5,8,1,1,4,7
4819,"PL","Poland","female",87,2,1,4,5,6,4,4,5,5
4829,"PL","Poland","male",54,3,1,1,1,2,1,1,2,3
4845,"PL","Poland","female",43,2,NA,5,5,5,5,5,5,5
4847,"PL","Poland","male",61,4,4,0,1,2,0,0,2,6
4864,"PL","Poland","female",32,2,6,4,4,5,3,3,4,5
4873,"PL","Poland",NA,16,2,1,0,NA,3,0,0,4,4
4886,"PL","Poland","male",43,1,NA,6,4,6,3,3,5,8
4889,"PL","Poland","male",58,2,5,8,4,8,1,3,8,8
4894,"PL","Poland","male",43,2,5,6,7,8,5,5,5,7
4909,"PL","Poland","male",37,3,3,2,2,4,0,1,3,4
4922,"PL","Poland","male",35,2,8,5,3,5,5,5,7,7
4924,"PL","Poland","female",21,1,8,3,7,9,1,1,6,7
4927,"PL","Poland","male",56,2,NA,0,0,0,0,0,0,0
4943,"PL","Poland","female",49,2,NA,0,1,0,0,0,0,4
4944,"PL","Poland",NA,78,4,1,4,6,7,1,1,NA,NA
4969,"PL","Poland","female",31,2,NA,0,1,5,0,0,1,10
4974,"PL","Poland","female",17,2,3,4,7,6,4,5,6,7
4995,"PL","Poland",NA,63,2,1,1,1,1,1,1,NA,NA
4996,"PL","Poland",NA,64,2,3,4,5,10,2,2,4,4
4998,"PL","Poland",NA,82,3,4,2,6,8,2,1,1,1
5003,"PL","Poland","female",57,2,7,3,3,4,3,3,3,4
5005,"PL","Poland","male",26,2,8,0,0,3,0,0,0,0
5008,"PL","Poland","female",59,3,8,8,4,8,6,6,4,4
5013,"PL","Poland","male",34,2,6,3,2,4,2,2,5,5
5017,"PL","Poland","female",64,3,4,3,1,5,0,0,0,4
5021,"PL","Poland","female",45,3,8,0,2,1,0,0,1,2
5022,"PL","Poland","female",75,3,NA,2,0,5,0,0,2,2
5028,"PL","Poland","female",55,3,4,0,0,0,0,1,0,8
5029,"PL","Poland",NA,63,2,5,5,5,9,5,5,5,5
5045,"PL","Poland",NA,31,2,1,NA,3,0,0,0,5,5
5069,"PL","Poland","male",46,2,9,8,2,5,NA,4,6,6
5071,"PL","Poland","male",59,2,5,1,3,7,2,2,2,5
5073,"PL","Poland","female",36,2,6,NA,3,5,NA,1,6,8
5077,"PL","Poland","female",64,2,4,1,1,2,0,0,2,4
5081,"PL","Poland",NA,40,2,NA,3,2,1,1,2,3,4
5084,"PL","Poland","female",48,2,3,4,6,6,3,3,6,8
5086,"PL","Poland","male",63,2,NA,6,4,4,1,2,5,9
5087,"PL","Poland","female",23,3,2,1,2,0,1,2,5,5
5088,"PL","Poland",NA,46,3,5,1,0,1,0,0,1,3
5100,"PL","Poland","female",59,2,8,4,7,8,5,5,7,10
5102,"PL","Poland",NA,57,2,6,NA,NA,NA,NA,NA,NA,NA
5104,"PL","Poland","male",38,3,1,1,1,1,1,1,1,3
5113,"PL","Poland","female",34,2,NA,6,9,9,4,4,6,8
5122,"PL","Poland",NA,44,2,NA,1,4,0,5,4,5,6
5131,"PL","Poland","female",46,2,8,4,3,3,2,2,4,7
5132,"PL","Poland",NA,56,2,NA,2,1,3,2,2,2,3
5135,"PL","Poland","male",59,2,2,0,0,10,0,0,0,0
5140,"PL","Poland",NA,82,2,5,10,10,10,10,10,10,10
5145,"PL","Poland","female",36,1,6,2,3,9,0,3,3,6
5150,"PL","Poland",NA,61,3,2,NA,3,5,NA,NA,NA,NA
5159,"PL","Poland","male",48,2,7,NA,5,8,NA,NA,NA,NA
5161,"PL","Poland","male",24,1,NA,0,2,6,0,0,2,2
5172,"PL","Poland","male",59,2,3,2,6,7,2,3,5,6
5181,"PL","Poland","male",20,1,NA,3,5,6,3,3,3,3
5202,"PL","Poland","female",58,2,1,0,0,1,0,0,1,1
5204,"PL","Poland","female",43,2,NA,NA,9,9,5,NA,NA,NA
5208,"PL","Poland","male",38,2,2,5,3,6,0,2,5,7
5210,"PL","Poland","male",65,2,6,3,2,4,0,1,4,2
5215,"PL","Poland","male",46,4,NA,9,5,7,4,5,8,9
5223,"PL","Poland","male",23,2,NA,5,5,8,3,3,5,5
5229,"PL","Poland",NA,54,3,NA,0,6,7,0,0,NA,NA
5231,"PL","Poland","male",31,3,7,6,3,3,2,4,5,5
5248,"PL","Poland","female",19,1,8,5,4,7,1,1,4,5
5251,"PL","Poland","female",30,2,7,1,2,7,3,3,3,3
5256,"PL","Poland","male",44,3,4,1,0,4,0,0,2,2
5264,"PL","Poland","female",46,3,7,3,4,7,1,1,4,NA
5265,"PL","Poland","female",55,3,1,0,0,0,0,0,0,0
5268,"PL","Poland","female",40,2,8,4,1,3,2,2,5,8
5271,"PL","Poland","male",21,2,7,6,7,8,5,5,8,7
5274,"PL","Poland",NA,76,2,2,3,4,5,5,2,4,3
5280,"PL","Poland","female",30,2,NA,2,6,6,1,2,3,8
5296,"PL","Poland","female",39,2,NA,2,2,4,2,2,2,2
5311,"PL","Poland","female",21,2,9,4,3,4,4,4,5,4
5316,"PL","Poland","female",56,2,4,0,0,0,0,0,0,0
5335,"PL","Poland","male",75,2,6,0,0,6,0,0,NA,NA
5348,"PL","Poland","female",58,4,1,10,8,7,9,0,4,9
5349,"PL","Poland",NA,77,2,5,5,5,5,5,4,5,5
5361,"PL","Poland","male",57,2,5,7,7,9,5,4,7,8
5367,"PL","Poland","female",22,1,9,NA,NA,NA,4,5,1,NA
5377,"PL","Poland",NA,83,4,1,7,10,7,3,3,2,4
5385,"PL","Poland","male",34,2,NA,3,5,4,2,1,4,3
5386,"PL","Poland","male",30,2,8,5,5,5,4,4,4,8
5395,"PL","Poland","female",21,2,7,6,7,5,4,4,6,8
5396,"PL","Poland","male",52,2,NA,4,2,3,0,0,2,3
5402,"PL","Poland","female",36,3,NA,0,3,5,0,0,NA,NA
5411,"PL","Poland","female",62,2,8,5,5,5,3,2,NA,NA
5422,"PL","Poland","female",58,2,9,3,3,7,4,4,4,4
5427,"PL","Poland","male",30,2,7,1,1,3,0,0,2,3
5442,"PL","Poland",NA,54,3,2,2,1,3,0,0,2,5
5443,"PL","Poland","male",21,2,NA,3,1,3,0,2,5,3
5450,"PL","Poland","female",41,3,4,0,2,6,0,0,5,5
5451,"PL","Poland","female",65,2,6,1,2,6,1,NA,4,3
5458,"PL","Poland",NA,37,2,NA,4,4,7,3,3,3,6
5468,"PL","Poland",NA,88,3,1,5,5,6,3,3,NA,NA
5476,"PL","Poland","female",49,2,5,1,3,4,0,0,1,NA
5480,"PL","Poland","male",69,2,NA,0,1,1,3,1,8,8
5482,"PL","Poland","female",27,3,6,4,3,4,2,2,3,3
5484,"PL","Poland",NA,65,2,NA,2,2,9,2,2,1,NA
5492,"PL","Poland","male",50,3,5,0,3,3,0,2,0,1
5508,"PL","Poland",NA,27,1,NA,3,4,3,4,3,4,3
5522,"PL","Poland",NA,60,3,NA,1,1,10,0,0,0,0
5524,"PL","Poland","male",59,2,8,5,5,6,2,2,0,7
5535,"PL","Poland","female",22,3,4,1,5,2,2,3,7,8
5539,"PL","Poland","male",56,3,4,5,3,9,5,4,5,8
5541,"PL","Poland",NA,59,3,1,5,5,7,5,5,7,7
5549,"PL","Poland","male",56,2,2,1,NA,5,1,1,NA,NA
5551,"PL","Poland","female",44,2,NA,2,2,2,2,2,3,4
5574,"PL","Poland","male",67,2,6,1,1,5,0,0,0,4
5580,"PL","Poland","female",37,4,1,NA,9,9,0,0,NA,5
5593,"PL","Poland","male",25,2,9,3,5,0,5,4,7,5
5604,"PL","Poland","male",54,3,9,2,1,4,0,0,2,0
5605,"PL","Poland","female",57,2,NA,5,5,5,2,2,2,2
5625,"PL","Poland",NA,48,2,6,3,1,4,0,2,0,2
5630,"PL","Poland","female",50,2,6,5,5,5,0,0,5,NA
5637,"PL","Poland","male",59,2,8,4,7,8,4,3,6,NA
5645,"PL","Poland","female",68,2,3,3,4,3,1,1,3,3
5647,"PL","Poland","male",23,2,4,5,8,8,0,0,0,1
5654,"PL","Poland","female",56,2,8,1,3,5,2,2,4,4
5662,"PL","Poland",NA,42,2,NA,5,5,5,5,5,5,5
5665,"PL","Poland",NA,74,3,NA,2,2,2,1,1,1,1
5667,"PL","Poland",NA,71,2,2,6,9,3,4,1,3,5
5668,"PL","Poland","male",31,2,10,2,4,3,1,3,3,5
5670,"PL","Poland","female",76,3,2,0,2,1,1,1,2,3
5674,"PL","Poland","female",23,1,4,4,6,6,3,3,5,5
5680,"PL","Poland","male",64,2,3,0,2,2,2,2,1,7
5683,"PL","Poland","female",26,2,3,3,3,7,1,1,5,5
5703,"PL","Poland","female",29,2,3,2,4,4,1,1,3,4
5711,"PL","Poland",NA,15,3,NA,2,2,6,1,1,3,NA
5713,"PL","Poland","female",27,2,10,6,5,8,1,3,7,7
5715,"PL","Poland",NA,74,3,NA,2,2,1,2,2,3,2
5722,"PL","Poland",NA,61,2,3,0,0,10,0,0,0,4
5724,"PL","Poland","male",20,1,10,4,4,4,4,4,4,4
5736,"PL","Poland","female",36,1,7,2,5,5,3,3,0,0
5745,"PL","Poland","female",37,1,7,4,3,2,2,2,5,10
5749,"PL","Poland","female",39,3,NA,5,5,7,5,1,2,6
5754,"PL","Poland","female",35,2,5,5,6,8,5,5,5,8
5768,"PL","Poland","male",51,1,10,3,5,7,2,2,4,3
5779,"PL","Poland","female",29,2,NA,5,4,5,4,3,5,NA
5785,"PL","Poland",NA,81,2,4,8,NA,1,NA,NA,NA,NA
5800,"PL","Poland","male",39,3,NA,3,5,8,2,3,6,5
5803,"PL","Poland","female",21,2,NA,2,4,2,2,0,5,8
5805,"PL","Poland","male",50,1,NA,5,7,7,2,1,5,NA
5816,"PL","Poland","female",39,3,5,2,NA,2,NA,NA,NA,NA
5817,"PL","Poland","female",17,2,NA,7,6,8,7,7,7,7
5819,"PL","Poland","male",52,2,3,3,5,8,4,3,9,7
5824,"PL","Poland","female",58,2,2,4,0,7,4,4,6,3
5835,"PL","Poland","male",52,1,9,7,7,8,5,5,7,7
5841,"PL","Poland",NA,86,2,1,6,8,8,3,3,8,8
5853,"PL","Poland","male",72,3,8,6,5,10,5,2,8,10
5867,"PL","Poland","male",51,3,1,0,1,1,1,0,1,1
5868,"PL","Poland","male",42,2,3,3,3,7,2,0,0,NA
5869,"PL","Poland","male",55,1,9,5,1,5,2,2,3,3
5880,"PL","Poland","male",59,2,7,2,3,2,1,3,5,5
5886,"PL","Poland",NA,73,3,4,2,5,8,1,1,5,3
5887,"PL","Poland","female",40,2,6,0,0,6,0,0,4,2
5897,"PL","Poland","male",60,2,6,3,3,2,2,2,3,3
5901,"PL","Poland",NA,78,2,6,0,5,5,0,0,NA,NA
5905,"PL","Poland",NA,75,3,NA,3,8,9,2,2,4,3
5908,"PL","Poland","male",35,2,NA,0,6,0,7,0,4,7
5912,"PL","Poland",NA,80,2,NA,5,8,5,5,5,8,9
5920,"PL","Poland","female",39,3,6,2,3,5,1,1,NA,NA
5921,"PL","Poland",NA,63,2,8,0,3,5,0,0,0,6
5938,"PL","Poland","male",48,2,10,3,4,7,2,2,3,0
5943,"PL","Poland","male",58,2,6,2,0,10,0,0,5,3
5945,"PL","Poland","male",73,2,9,4,5,3,4,2,3,4
5959,"PL","Poland","male",79,3,NA,1,NA,0,1,1,5,NA
5968,"PL","Poland","male",56,3,NA,5,5,7,2,2,5,5
5971,"PL","Poland",NA,64,3,1,NA,NA,1,NA,NA,NA,NA
5990,"PL","Poland",NA,64,2,NA,3,4,3,3,4,5,4
5996,"PL","Poland","female",57,3,1,1,0,0,0,0,5,5
5998,"PL","Poland",NA,47,3,4,1,2,5,0,0,NA,NA
5999,"PL","Poland","female",36,4,NA,0,NA,NA,0,0,NA,NA
6007,"PL","Poland","male",81,2,7,5,7,0,6,0,8,5
6011,"PL","Poland","male",28,2,NA,1,3,8,0,0,0,5
6024,"PL","Poland","female",25,2,3,5,0,0,2,0,5,NA
6025,"PL","Poland","male",21,2,NA,0,0,0,0,0,0,0
6027,"PL","Poland","male",31,2,7,3,1,1,0,0,0,0
6029,"PL","Poland","female",32,3,8,0,2,7,0,0,0,3
6031,"PL","Poland","female",66,2,7,0,0,7,0,0,2,4
6032,"PL","Poland",NA,84,3,1,1,5,5,1,1,1,3
6037,"PL","Poland","female",58,2,NA,5,2,10,3,4,6,0
6040,"PL","Poland",NA,42,1,4,5,3,5,2,5,5,NA
6049,"PL","Poland","female",85,2,NA,5,0,8,5,5,NA,NA
6056,"PL","Poland",NA,57,3,NA,0,1,5,1,1,4,4
6060,"PL","Poland","female",48,2,9,5,3,3,5,5,NA,NA
6067,"PL","Poland","female",49,2,7,4,5,5,3,1,1,6
6094,"PL","Poland","male",52,2,8,2,1,4,1,1,0,5
6107,"PL","Poland","male",28,2,8,0,0,0,0,0,0,0
6115,"PL","Poland","male",45,2,5,3,2,4,0,2,6,8
6125,"PL","Poland","female",40,2,7,3,3,6,4,5,NA,NA
6129,"PL","Poland","female",45,2,9,4,5,6,3,4,6,6
6132,"PL","Poland","female",18,2,3,0,3,5,3,2,4,5
6138,"PL","Poland","male",22,2,NA,5,5,8,2,2,2,6
6139,"PL","Poland","male",40,1,NA,0,0,0,0,0,0,0
6141,"PL","Poland","male",49,4,NA,3,4,2,0,0,4,4
6144,"PL","Poland","female",43,3,1,10,10,10,10,10,10,10
6151,"PL","Poland",NA,29,3,6,5,5,6,5,5,5,5
6160,"PL","Poland","female",48,2,NA,3,4,5,2,2,NA,NA
6168,"PL","Poland","male",36,1,9,0,0,5,0,0,1,5
6172,"PL","Poland","female",41,2,7,3,5,3,2,5,7,7
6173,"PL","Poland","female",53,3,NA,1,1,0,0,0,3,0
6186,"PL","Poland","male",30,1,9,6,5,6,4,4,5,6
6208,"PL","Poland","female",19,1,10,8,5,5,3,2,7,8
6217,"PL","Poland","female",43,2,6,5,5,5,5,5,5,5
6220,"PL","Poland","male",33,2,NA,5,5,6,3,3,5,5
6235,"PL","Poland",NA,83,1,1,5,6,8,3,3,5,NA
6237,"PL","Poland","male",73,3,NA,6,5,4,4,5,6,7
6255,"PL","Poland",NA,16,1,NA,5,7,7,7,6,6,6
6259,"PL","Poland","male",59,1,NA,3,4,5,2,1,6,7
6268,"PL","Poland",NA,35,2,NA,5,5,5,5,5,7,7
6269,"PL","Poland","female",71,2,4,0,0,3,0,0,0,5
6290,"PL","Poland",NA,64,1,8,3,1,2,1,1,0,3
6291,"PL","Poland","female",75,2,NA,8,NA,5,NA,NA,NA,NA
6304,"PL","Poland",NA,70,2,NA,5,5,7,6,0,0,0
6305,"PL","Poland","male",70,3,2,1,2,4,1,2,2,2
6318,"PL","Poland","male",30,3,NA,0,0,0,0,0,0,0
6324,"PL","Poland","male",27,1,8,3,8,8,2,2,5,6
6327,"PL","Poland","male",41,2,8,0,4,7,0,0,2,2
6330,"PL","Poland","female",54,1,NA,0,5,4,1,1,1,NA
6336,"PL","Poland",NA,80,2,NA,8,6,6,6,7,8,8
6337,"PL","Poland","male",48,1,10,6,6,7,4,4,4,3
6341,"PL","Poland",NA,52,3,1,4,6,8,7,6,5,6
6349,"PL","Poland","female",66,1,4,6,7,8,6,6,5,5
6354,"PL","Poland","female",25,2,6,3,4,6,3,4,5,2
6362,"PL","Poland","female",29,2,9,0,0,0,0,0,1,5
6364,"PL","Poland","female",59,3,1,2,3,6,0,0,6,7
6374,"PL","Poland","female",34,2,2,1,1,5,1,1,1,3
6379,"PL","Poland",NA,16,2,NA,8,10,10,8,9,10,10
6412,"PL","Poland","male",28,2,10,3,7,8,0,0,4,6
6431,"PL","Poland",NA,79,3,2,NA,NA,NA,0,0,NA,NA
6435,"PL","Poland","female",64,2,NA,1,5,7,0,0,0,0
6439,"PL","Poland",NA,77,4,1,0,0,6,0,0,NA,NA
6440,"PL","Poland","female",42,2,7,5,7,8,5,5,8,8
6443,"PL","Poland",NA,77,3,2,0,0,0,0,0,0,0
6457,"PL","Poland","male",68,2,6,3,3,2,3,3,3,6
6459,"PL","Poland",NA,19,2,NA,3,3,7,0,0,5,8
6472,"PL","Poland",NA,74,3,1,1,2,3,1,1,2,4
6481,"PL","Poland","male",53,2,10,2,5,5,0,0,2,4
6492,"PL","Poland","male",43,2,NA,5,5,5,3,3,4,6
6495,"PL","Poland","male",15,2,4,0,3,3,0,0,5,7
6496,"PL","Poland","male",52,2,1,3,1,2,1,1,5,4
6497,"PL","Poland","female",54,2,4,5,3,5,3,4,2,3
6500,"PL","Poland","male",24,3,5,0,0,0,0,0,0,0
6501,"PL","Poland",NA,74,2,2,6,5,8,5,8,7,6
6504,"PL","Poland","male",50,3,4,2,3,6,1,1,5,5
6511,"PL","Poland","male",48,2,4,1,NA,7,1,1,2,NA
6512,"PL","Poland","male",53,2,10,0,1,5,0,0,0,1
6515,"PL","Poland","female",65,2,3,3,3,3,4,0,NA,5
6519,"PL","Poland","male",52,2,1,6,NA,8,7,5,5,5
6537,"PL","Poland","female",49,2,10,0,0,0,0,0,0,1
6538,"PL","Poland","female",60,2,6,3,4,5,3,3,3,NA
6543,"PL","Poland","female",32,2,3,NA,NA,4,4,4,NA,NA
6546,"PL","Poland","female",54,2,4,0,0,8,0,0,5,7
6563,"PL","Poland","female",70,3,5,0,6,9,4,0,0,8
6566,"PL","Poland","male",69,2,5,2,5,8,2,2,3,5
6571,"PL","Poland",NA,75,2,4,2,5,10,5,5,10,10
6582,"PL","Poland","female",66,2,8,5,7,7,3,2,5,5
6587,"PL","Poland","female",63,3,1,1,2,7,0,0,NA,NA
6593,"PL","Poland",NA,61,4,3,0,0,6,2,2,2,7
6596,"PL","Poland","male",63,2,NA,1,0,0,0,5,0,0
6597,"PL","Poland","male",41,1,9,3,7,7,2,2,2,3
6608,"PL","Poland","female",58,2,NA,0,0,2,0,0,0,0
6620,"PL","Poland","female",66,2,4,1,1,5,2,6,1,2
6628,"PL","Poland","male",44,3,9,4,2,2,3,3,4,6
6632,"PL","Poland","male",67,2,5,0,1,2,0,0,0,0
6634,"PL","Poland","female",22,2,NA,0,8,8,0,0,4,5
6646,"PL","Poland",NA,37,2,4,0,5,6,0,0,0,NA
6650,"PL","Poland","male",28,3,3,1,2,3,0,2,2,3
6655,"PL","Poland",NA,24,2,NA,3,4,4,6,5,3,2
6657,"PL","Poland","male",23,1,NA,0,4,7,1,1,1,7
6683,"PL","Poland","female",26,3,3,3,3,2,0,0,4,5
6684,"PL","Poland","female",84,2,3,8,5,7,7,7,8,8
6686,"PL","Poland","female",25,1,9,0,1,2,0,0,4,NA
6696,"PL","Poland","male",24,2,NA,0,0,0,0,0,0,0
6701,"PL","Poland","female",58,2,4,4,3,3,2,1,3,3
6703,"PL","Poland",NA,15,2,8,4,6,8,3,3,4,5
6707,"PL","Poland",NA,88,3,NA,NA,NA,NA,NA,NA,NA,NA
6712,"PL","Poland","male",58,2,5,5,5,9,9,7,NA,NA
6716,"PL","Poland",NA,20,3,7,2,8,10,3,4,3,6
6718,"PL","Poland","female",56,3,9,0,2,2,0,0,0,2
6719,"PL","Poland","female",18,1,2,2,2,8,2,2,2,3
6724,"PL","Poland","male",62,2,NA,0,5,5,0,0,NA,0
6725,"PL","Poland","female",34,3,1,1,2,2,1,1,0,0
6734,"PL","Poland","female",43,2,NA,6,6,6,6,6,5,5
6740,"PL","Poland",NA,62,2,7,5,7,7,4,4,4,6
6754,"PL","Poland","female",18,1,7,5,6,4,3,3,4,4
6780,"PL","Poland",NA,76,3,1,1,NA,1,1,1,NA,NA
6783,"PL","Poland","female",26,2,9,6,8,8,4,3,6,7
6788,"PL","Poland",NA,17,2,NA,3,6,7,3,2,5,8
6790,"PL","Poland",NA,55,2,7,2,5,7,2,1,5,1
6796,"PL","Poland","male",26,2,10,3,7,9,2,2,2,3
6798,"PL","Poland","female",63,3,4,4,5,6,2,2,3,4
